timestamp,adjclose,high,volume,open,low,close
2020-11-25 00:00:00,0.18948699533939362,0.2797999978065491,1220077,0.22571900486946106,0.1445380002260208,0.18948699533939362
2020-11-26 00:00:00,0.18176700174808502,0.23455700278282166,2856738,0.17420600354671478,0.17420600354671478,0.18176700174808502
2020-11-27 00:00:00,0.17290900647640228,0.20801299810409546,1933943,0.1866060048341751,0.15836699306964874,0.17290900647640228
2020-11-28 00:00:00,0.14107300341129303,0.17918099462985992,3668873,0.1538420021533966,0.1364309936761856,0.14107300341129303
2020-11-29 00:00:00,0.13332599401474,0.14890100061893463,3192438,0.14063000679016113,0.11559899896383286,0.13332599401474
2020-11-30 00:00:00,0.11119700223207474,0.13332599401474,1943657,0.13332599401474,0.10681299865245819,0.11119700223207474
2020-12-01 00:00:00,0.1066339984536171,0.11434900015592575,4240119,0.11119700223207474,0.08962299674749374,0.1066339984536171
2020-12-02 00:00:00,0.07897300273180008,0.10678599774837494,1886530,0.10556700080633163,0.06977400183677673,0.07897300273180008
2020-12-03 00:00:00,0.07762400060892105,0.07963000237941742,1221651,0.07897300273180008,0.06433399766683578,0.07762400060892105
2020-12-04 00:00:00,0.06868000328540802,0.0782260000705719,1780804,0.07744099944829941,0.05084000155329704,0.06868000328540802
2020-12-05 00:00:00,0.046518001705408096,0.07655899971723557,1113881,0.06865199655294418,0.042966000735759735,0.046518001705408096
2020-12-06 00:00:00,0.04609400033950806,0.05996900051832199,1375222,0.0501910001039505,0.042440999299287796,0.04609400033950806
2020-12-07 00:00:00,0.027557000517845154,0.04611299932003021,939396,0.04609400033950806,0.027197999879717827,0.027557000517845154
2020-12-08 00:00:00,0.024965999647974968,0.03890400007367134,1078372,0.027556000277400017,0.02072799950838089,0.024965999647974968
2020-12-09 00:00:00,0.02318499982357025,0.027685999870300293,1136934,0.024994000792503357,0.021911000832915306,0.02318499982357025
2020-12-10 00:00:00,0.020251000300049782,0.02447200007736683,1519175,0.02301900088787079,0.01636599935591221,0.020251000300049782
