timestamp,adjclose,low,close,volume,high,open
2020-08-27 00:00:00,0.06917300075292587,0.05273199826478958,0.06917300075292587,0,0.08069700002670288,0.07874300330877304
2020-08-28 00:00:00,0.06611000001430511,0.05557899922132492,0.06611000001430511,0,0.07019200176000595,0.06918899714946747
2020-08-29 00:00:00,0.06140799820423126,0.05813400074839592,0.06140799820423126,0,0.07064700126647949,0.066102996468544
2020-08-30 00:00:00,0.07318499684333801,0.06132499873638153,0.07318499684333801,0,0.07792499661445618,0.0613429993391037
2020-08-31 00:00:00,0.07594399899244308,0.07316400110721588,0.07594399899244308,62106,0.08256500214338303,0.07320500165224075
2020-09-01 00:00:00,0.07016299664974213,0.0662970021367073,0.07016299664974213,253233,0.07797099649906158,0.0759190022945404
2020-09-02 00:00:00,0.06116100028157234,0.059863001108169556,0.06116100028157234,199130,0.07030600309371948,0.07016599923372269
2020-09-03 00:00:00,0.05243900045752525,0.04788700118660927,0.05243900045752525,180905,0.06339500099420547,0.061135001480579376
2020-09-04 00:00:00,0.05067100003361702,0.04883600026369095,0.05067100003361702,155762,0.05309699848294258,0.05246099829673767
2020-09-05 00:00:00,0.04728899896144867,0.04538099840283394,0.04728899896144867,157631,0.05102099850773811,0.05066100135445595
2020-09-06 00:00:00,0.04849499836564064,0.04728500172495842,0.04849499836564064,151747,0.04891100153326988,0.04733499884605408
2020-09-07 00:00:00,0.0486610010266304,0.046606000512838364,0.0486610010266304,134808,0.048767998814582825,0.048500001430511475
2020-09-08 00:00:00,0.04733499884605408,0.026542000472545624,0.04733499884605408,57720,0.04902400076389313,0.04867900162935257
2020-09-09 00:00:00,0.04852500185370445,0.0313510000705719,0.04852500185370445,40995,0.04972999915480614,0.04733699932694435
2020-09-10 00:00:00,0.048590000718832016,0.04662799835205078,0.048590000718832016,154346,0.051660001277923584,0.04852500185370445
2020-09-11 00:00:00,0.051791001111269,0.048252999782562256,0.051791001111269,153701,0.052560001611709595,0.04859299957752228
2020-09-12 00:00:00,0.05126199871301651,0.0449879989027977,0.05126199871301651,163417,0.05203999951481819,0.05180700123310089
2020-09-13 00:00:00,0.05508200079202652,0.04100500047206879,0.05508200079202652,169438,0.05972899869084358,0.05126599967479706
2020-09-14 00:00:00,0.06200699880719185,0.05502200126647949,0.06200699880719185,189111,0.06253600120544434,0.05508900061249733
2020-09-15 00:00:00,0.05319700017571449,0.038408998399972916,0.05319700017571449,186832,0.06853199750185013,0.06200699880719185
2020-09-16 00:00:00,0.05277499929070473,0.045458998531103134,0.05277499929070473,168287,0.053314000368118286,0.05319499969482422
2020-09-17 00:00:00,0.053123001009225845,0.05140699818730354,0.053123001009225845,169004,0.05351800099015236,0.05277499929070473
2020-09-18 00:00:00,0.04829699918627739,0.04784100130200386,0.04829699918627739,129884,0.05315399914979935,0.053123001009225845
2020-09-19 00:00:00,0.05235999822616577,0.04825500026345253,0.05235999822616577,156845,0.05375000089406967,0.0483039990067482
2020-09-20 00:00:00,0.05420500040054321,0.052352000027894974,0.05420500040054321,203455,0.074583999812603,0.05236300081014633
2020-09-21 00:00:00,0.04775499925017357,0.04434699937701225,0.04775499925017357,154991,0.06245499849319458,0.05420500040054321
2020-09-22 00:00:00,0.046567998826503754,0.045559000223875046,0.046567998826503754,143260,0.047970000654459,0.047724999487400055
2020-09-23 00:00:00,0.0444520004093647,0.04399700090289116,0.0444520004093647,176108,0.04650900140404701,0.04532700031995773
2020-09-24 00:00:00,0.04764299839735031,0.04426100105047226,0.04764299839735031,181351,0.04773300141096115,0.0444520004093647
2020-09-25 00:00:00,0.04716400057077408,0.04664900153875351,0.04716400057077408,193281,0.047885000705718994,0.04764299839735031
2020-09-26 00:00:00,0.04569699987769127,0.04436499997973442,0.04569699987769127,254854,0.048131998628377914,0.04716400057077408
2020-09-27 00:00:00,0.04642299935221672,0.04446600005030632,0.04642299935221672,213322,0.047286998480558395,0.04569699987769127
2020-09-28 00:00:00,0.04427099972963333,0.04024999961256981,0.04427099972963333,254215,0.04786600172519684,0.04642299935221672
2020-09-29 00:00:00,0.04742500185966492,0.04385000094771385,0.04742500185966492,209216,0.04991300031542778,0.04427099972963333
2020-09-30 00:00:00,0.04671100154519081,0.04556100070476532,0.04671100154519081,201661,0.04743200168013573,0.04742399975657463
2020-10-01 00:00:00,0.045118000358343124,0.04423300176858902,0.045118000358343124,221079,0.04796599969267845,0.04670900106430054
2020-10-02 00:00:00,0.044433001428842545,0.038617998361587524,0.044433001428842545,212653,0.045823000371456146,0.045118000358343124
2020-10-03 00:00:00,0.043278999626636505,0.0422619991004467,0.043278999626636505,183234,0.04519600048661232,0.044433001428842545
2020-10-04 00:00:00,0.04237600043416023,0.04193300008773804,0.04237600043416023,147595,0.043285999447107315,0.043278999626636505
2020-10-05 00:00:00,0.04215700179338455,0.041416000574827194,0.04215700179338455,147381,0.04264099895954132,0.04238000139594078
2020-10-06 00:00:00,0.04106999933719635,0.04077199846506119,0.04106999933719635,143005,0.04217100143432617,0.04215700179338455
2020-10-07 00:00:00,0.04115299880504608,0.04081999883055687,0.04115299880504608,157820,0.04125199839472771,0.04106999933719635
2020-10-08 00:00:00,0.04363099858164787,0.0409649983048439,0.04363099858164787,137743,0.04366200044751167,0.04115299880504608
2020-10-09 00:00:00,0.04433299973607063,0.04318099841475487,0.04433299973607063,155169,0.04449300095438957,0.04363099858164787
2020-10-10 00:00:00,0.04544999822974205,0.04267900064587593,0.04544999822974205,165896,0.04722699895501137,0.04433299973607063
