timestamp,adjclose,low,volume,open,high,close
2019-01-14 00:00:00,0.0321430005133152,0.03203900158405304,892731,0.03222599998116493,0.03222599998116493,0.0321430005133152
2019-01-15 00:00:00,0.0311879999935627,0.03058999963104725,804993,0.03210100159049034,0.032276999205350876,0.0311879999935627
2019-01-16 00:00:00,0.030246000736951828,0.029651999473571777,594950,0.0311489999294281,0.031690001487731934,0.030246000736951828
2019-01-17 00:00:00,0.029913999140262604,0.02911599911749363,599985,0.03020700067281723,0.030383000150322914,0.029913999140262604
2019-01-18 00:00:00,0.028776999562978745,0.02837900072336197,682227,0.02985900081694126,0.029952000826597214,0.028776999562978745
2019-01-19 00:00:00,0.029965000227093697,0.028853999450802803,640245,0.02892100065946579,0.03023800067603588,0.029965000227093697
2019-01-20 00:00:00,0.02877099998295307,0.02854599989950657,611876,0.02994599938392639,0.030047999694943428,0.02877099998295307
2019-01-21 00:00:00,0.02857000008225441,0.02827100083231926,669595,0.02878200076520443,0.028839999809861183,0.02857000008225441
2019-01-22 00:00:00,0.028527000918984413,0.027876999229192734,636226,0.028536999598145485,0.028797000646591187,0.028527000918984413
2019-01-23 00:00:00,0.02829200029373169,0.0279959999024868,514625,0.02854200080037117,0.028686000034213066,0.02829200029373169
2019-01-24 00:00:00,0.02829499915242195,0.027823999524116516,629929,0.028339000418782234,0.028421999886631966,0.02829499915242195
2019-01-25 00:00:00,0.027987999841570854,0.02778800018131733,625848,0.028348000720143318,0.028397999703884125,0.027987999841570854
2019-01-26 00:00:00,0.028020000085234642,0.027814999222755432,631703,0.02797199971973896,0.028409000486135483,0.028020000085234642
2019-01-27 00:00:00,0.02727399952709675,0.02727399952709675,603478,0.028024999424815178,0.028046000748872757,0.02727399952709675
2019-01-28 00:00:00,0.025332000106573105,0.024858999997377396,577854,0.027338000014424324,0.02737399935722351,0.025332000106573105
2019-01-29 00:00:00,0.025442000478506088,0.025157000869512558,594638,0.02542800083756447,0.025877000764012337,0.025442000478506088
2019-01-30 00:00:00,0.0266369991004467,0.025265000760555267,574524,0.025425000116229057,0.026715999469161034,0.0266369991004467
2019-01-31 00:00:00,0.026568999513983727,0.02617800049483776,635775,0.02655399963259697,0.02702300064265728,0.026568999513983727
2019-02-01 00:00:00,0.02681099995970726,0.026151999831199646,659447,0.02659199945628643,0.02701999992132187,0.02681099995970726
2019-02-02 00:00:00,0.026996999979019165,0.026156000792980194,637612,0.02684199996292591,0.02749600075185299,0.026996999979019165
2019-02-03 00:00:00,0.026396000757813454,0.025697000324726105,608168,0.026868000626564026,0.026938999071717262,0.026396000757813454
2019-02-04 00:00:00,0.02628299966454506,0.026071999222040176,648860,0.02625899948179722,0.026554999873042107,0.02628299966454506
