timestamp,adjclose,open,close,volume,low,high
2017-11-09 00:00:00,0.3150950074195862,0.31166499853134155,0.3150950074195862,2248450,0.3078930079936981,0.3287540078163147
2017-11-10 00:00:00,0.28335198760032654,0.31611600518226624,0.28335198760032654,1598880,0.27101001143455505,0.32246100902557373
2017-11-11 00:00:00,0.27524200081825256,0.28027600049972534,0.27524200081825256,1422900,0.26839399337768555,0.29335200786590576
2017-11-12 00:00:00,0.26840299367904663,0.27517399191856384,0.26840299367904663,3091960,0.2251259982585907,0.2955609858036041
2017-11-13 00:00:00,0.28213998675346375,0.27018699049949646,0.28213998675346375,2218070,0.267984002828598,0.2976660132408142
2017-11-14 00:00:00,0.28618600964546204,0.282243013381958,0.28618600964546204,1310850,0.277974009513855,0.29083898663520813
2017-11-15 00:00:00,0.2914009988307953,0.28598299622535706,0.2914009988307953,1824740,0.2834030091762543,0.3022949993610382
2017-11-16 00:00:00,0.2833009958267212,0.2914089858531952,0.2833009958267212,4720710,0.28076401352882385,0.348378986120224
2017-11-17 00:00:00,0.27320700883865356,0.28145599365234375,0.27320700883865356,2245460,0.2628459930419922,0.2925269901752472
2017-11-18 00:00:00,0.28126201033592224,0.27222201228141785,0.28126201033592224,1249320,0.26747700572013855,0.285647988319397
2017-11-19 00:00:00,0.2955720126628876,0.28126201033592224,0.2955720126628876,2102940,0.27139800786972046,0.2985219955444336
2017-11-20 00:00:00,0.3148519992828369,0.2983419895172119,0.3148519992828369,16029800,0.28862398862838745,0.3749679923057556
2017-11-21 00:00:00,0.3041360080242157,0.3107050061225891,0.3041360080242157,2540700,0.2871760129928589,0.3230130076408386
2017-11-22 00:00:00,0.3056029975414276,0.3053250014781952,0.3056029975414276,2358700,0.2987250089645386,0.31775298714637756
2017-11-23 00:00:00,0.31482499837875366,0.30588799715042114,0.31482499837875366,2814990,0.2950829863548279,0.32061201333999634
2017-11-24 00:00:00,0.3244290053844452,0.31377100944519043,0.3244290053844452,2354040,0.3041040003299713,0.3244290053844452
2017-11-25 00:00:00,0.33959200978279114,0.3242970108985901,0.33959200978279114,2663010,0.3186059892177582,0.3419150114059448
2017-11-26 00:00:00,0.34594398736953735,0.33976998925209045,0.34594398736953735,3359780,0.3245370090007782,0.35387998819351196
2017-11-27 00:00:00,0.35611701011657715,0.34593701362609863,0.35611701011657715,2737270,0.33872300386428833,0.35925599932670593
2017-11-28 00:00:00,0.34596601128578186,0.35498499870300293,0.34596601128578186,3991740,0.33699101209640503,0.3616980016231537
2017-11-29 00:00:00,0.2688469886779785,0.3427659869194031,0.2688469886779785,3906220,0.26735401153564453,0.35041698813438416
2017-11-30 00:00:00,0.29357799887657166,0.2699599862098694,0.29357799887657166,2299640,0.25703299045562744,0.3063090145587921
2017-12-01 00:00:00,0.30932900309562683,0.2933880090713501,0.30932900309562683,1923460,0.28716400265693665,0.3252440094947815
2017-12-02 00:00:00,0.3064959943294525,0.3113729953765869,0.3064959943294525,2191650,0.2914470136165619,0.32160601019859314
2017-12-03 00:00:00,0.3267669975757599,0.30579298734664917,0.3267669975757599,6129390,0.30579298734664917,0.3757210075855255
2017-12-04 00:00:00,0.40317800641059875,0.32982000708580017,0.40317800641059875,7555250,0.3250280022621155,0.40376099944114685
2017-12-05 00:00:00,0.39838701486587524,0.4099760055541992,0.39838701486587524,11119400,0.37439098954200745,0.4370090067386627
2017-12-06 00:00:00,0.349947988986969,0.3954850137233734,0.349947988986969,6745530,0.3488140106201172,0.3972780108451843
2017-12-07 00:00:00,0.29747599363327026,0.3490779995918274,0.29747599363327026,5701890,0.29228299856185913,0.3575510084629059
2017-12-08 00:00:00,0.2925170063972473,0.2964800000190735,0.2925170063972473,4057130,0.2622840106487274,0.32579299807548523
2017-12-09 00:00:00,0.3043540120124817,0.29749399423599243,0.3043540120124817,3315750,0.2922019958496094,0.3448750078678131
2017-12-10 00:00:00,0.285519003868103,0.30260100960731506,0.285519003868103,2726510,0.25995299220085144,0.3166869878768921
2017-12-11 00:00:00,0.3262239992618561,0.28317898511886597,0.3262239992618561,4467000,0.2762489914894104,0.3507950007915497
2017-12-12 00:00:00,0.3596009910106659,0.3320060074329376,0.3596009910106659,13456200,0.30799201130867004,0.4099990129470825
2017-12-13 00:00:00,0.3591499924659729,0.35550400614738464,0.3591499924659729,5153920,0.32462599873542786,0.3738059997558594
2017-12-14 00:00:00,0.4633350074291229,0.3570829927921295,0.4633350074291229,19093400,0.35555899143218994,0.48489901423454285
2017-12-15 00:00:00,0.419979989528656,0.46884599328041077,0.419979989528656,16070000,0.39367300271987915,0.4804939925670624
2017-12-16 00:00:00,0.42082399129867554,0.42416900396347046,0.42082399129867554,10484400,0.40669798851013184,0.4469760060310364
2017-12-17 00:00:00,0.4573900103569031,0.4175949990749359,0.4573900103569031,11491700,0.41339701414108276,0.4961859881877899
2017-12-18 00:00:00,0.5787760019302368,0.45862600207328796,0.5787760019302368,16799500,0.4387210011482239,0.5879160165786743
2017-12-19 00:00:00,0.5875449776649475,0.5731559991836548,0.5875449776649475,21439800,0.5493860244750977,0.6723150014877319
2017-12-20 00:00:00,0.6379240155220032,0.5873259902000427,0.6379240155220032,14772900,0.5074769854545593,0.6429759860038757
2017-12-21 00:00:00,0.7050889730453491,0.6382099986076355,0.7050889730453491,22480900,0.6320310235023499,0.7856960296630859
2017-12-22 00:00:00,0.5378829836845398,0.7069190144538879,0.5378829836845398,14321700,0.3731380105018616,0.713670015335083
2017-12-23 00:00:00,0.6662279963493347,0.5487220287322998,0.6662279963493347,16799800,0.5473740100860596,0.7756410241127014
2017-12-24 00:00:00,0.7884190082550049,0.6753349900245667,0.7884190082550049,16964500,0.5792440176010132,0.8109449744224548
2017-12-25 00:00:00,0.9616680145263672,0.8196939826011658,0.9616680145263672,165316000,0.8170089721679688,1.6621099710464478
2017-12-26 00:00:00,1.0059800148010254,0.9614819884300232,1.0059800148010254,49257800,0.8187000155448914,1.0152299404144287
2017-12-27 00:00:00,0.9690219759941101,0.9991539716720581,0.9690219759941101,27191100,0.8963140249252319,1.002500057220459
2017-12-28 00:00:00,0.8970789909362793,0.9656519889831543,0.8970789909362793,24238700,0.789156973361969,0.9825279712677002
2017-12-29 00:00:00,0.9484189748764038,0.8986600041389465,0.9484189748764038,37251600,0.871508002281189,1.0233700275421143
2017-12-30 00:00:00,0.7937620282173157,0.9395449757575989,0.7937620282173157,18738300,0.7428399920463562,0.9395449757575989
2017-12-31 00:00:00,0.8647549748420715,0.7886189818382263,0.8647549748420715,17690000,0.7723720073699951,0.8957319855690002
