timestamp,adjclose,volume,high,open,low,close
2018-07-27 00:00:00,0.005541999824345112,96167,0.005927999969571829,0.005158000160008669,0.0035310001112520695,0.005541999824345112
2018-07-28 00:00:00,0.005278999917209148,17781,0.006095000077039003,0.005444000009447336,0.0048940000124275684,0.005278999917209148
2018-07-29 00:00:00,0.00508800009265542,11655,0.005748999770730734,0.005282999947667122,0.004790999926626682,0.00508800009265542
2018-07-30 00:00:00,0.005758000072091818,45934,0.006732999812811613,0.00508899986743927,0.004980999976396561,0.005758000072091818
2018-07-31 00:00:00,0.004604000132530928,15609,0.005758999846875668,0.005758000072091818,0.004561000037938356,0.004604000132530928
2018-08-01 00:00:00,0.005152000114321709,6603,0.005702999886125326,0.004596000071614981,0.004308000206947327,0.005152000114321709
2018-08-02 00:00:00,0.005162999965250492,67793,0.006988000124692917,0.005154000129550695,0.004707000218331814,0.005162999965250492
2018-08-03 00:00:00,0.004718999844044447,8192,0.005204000044614077,0.005166000220924616,0.004676000215113163,0.004718999844044447
2018-08-04 00:00:00,0.004118999931961298,23312,0.004792000167071819,0.004718000069260597,0.004083999898284674,0.004118999931961298
2018-08-05 00:00:00,0.005929999984800816,150677,0.007981999777257442,0.004118000157177448,0.004118000157177448,0.005929999984800816
2018-08-06 00:00:00,0.005518000107258558,74872,0.006171999964863062,0.005934999790042639,0.0049669998697936535,0.005518000107258558
2018-08-07 00:00:00,0.004854000173509121,1232600,0.012612000107765198,0.0055160000920295715,0.004219000227749348,0.004854000173509121
2018-08-08 00:00:00,0.004211000166833401,105036,0.004933999851346016,0.00469100009649992,0.003409000113606453,0.004211000166833401
2018-08-09 00:00:00,0.004569000098854303,275848,0.004695999901741743,0.004217000212520361,0.003657999914139509,0.004569000098854303
2018-08-10 00:00:00,0.003854000009596348,8981,0.004563999827951193,0.004563999827951193,0.0037899999879300594,0.003854000009596348
2018-08-11 00:00:00,0.003223000094294548,12967,0.003857000032439828,0.003857000032439828,0.0029490001033991575,0.003223000094294548
2018-08-12 00:00:00,0.0036430000327527523,8702,0.003742000088095665,0.003208999987691641,0.003183000022545457,0.0036430000327527523
2018-08-13 00:00:00,0.0031500000040978193,7489,0.0036800000816583633,0.0036510000936686993,0.0029529999010264874,0.0031500000040978193
2018-08-14 00:00:00,0.002351999981328845,20400,0.0031510000117123127,0.0031510000117123127,0.001990000018849969,0.002351999981328845
2018-08-15 00:00:00,0.003103999886661768,18587,0.0033939999993890524,0.002369999885559082,0.002369999885559082,0.003103999886661768
2018-08-16 00:00:00,0.0029849999118596315,9428,0.003392999991774559,0.003106999909505248,0.0028890001121908426,0.0029849999118596315
