timestamp,adjclose,low,volume,open,high,close
2020-12-07 00:00:00,1.489577054977417,1.4723809957504272,9655448,1.5299500226974487,1.530918002128601,1.489577054977417
2020-12-08 00:00:00,2.449354887008667,1.4084349870681763,17938235,1.489650011062622,2.878788948059082,2.449354887008667
2020-12-09 00:00:00,3.14880108833313,2.342613935470581,47221769,2.4492790699005127,3.6163439750671387,3.14880108833313
2020-12-10 00:00:00,2.7500669956207275,2.5429329872131348,40363849,3.1487410068511963,3.3416779041290283,2.7500669956207275
2020-12-11 00:00:00,2.850334882736206,2.59771990776062,59064157,2.7502119541168213,2.892611026763916,2.850334882736206
2020-12-12 00:00:00,2.961487054824829,2.7671959400177,48227886,2.849608898162842,3.177922010421753,2.961487054824829
2020-12-13 00:00:00,2.959498882293701,2.756500005722046,57540735,2.961432933807373,2.967909097671509,2.959498882293701
2020-12-14 00:00:00,2.816596031188965,2.7539210319519043,44493987,2.9594979286193848,2.9769949913024902,2.816596031188965
2020-12-15 00:00:00,2.5535149574279785,2.349731922149658,64437002,2.8166561126708984,2.915837049484253,2.5535149574279785
2020-12-16 00:00:00,2.1660850048065186,2.1020069122314453,61565935,2.5534539222717285,2.6289610862731934,2.1660850048065186
2020-12-17 00:00:00,2.1927330493927,2.0617730617523193,64498909,2.1662440299987793,2.3584771156311035,2.1927330493927
2020-12-18 00:00:00,1.8034559488296509,1.797435998916626,72907301,2.1930720806121826,2.1961870193481445,1.8034559488296509
2020-12-19 00:00:00,1.7323780059814453,1.4972989559173584,44159568,1.8037129640579224,1.8900539875030518,1.7323780059814453
2020-12-20 00:00:00,1.7344590425491333,1.6807039976119995,24697274,1.7319960594177246,1.8816020488739014,1.7344590425491333
2020-12-21 00:00:00,1.612022042274475,1.5675829648971558,32845049,1.7343839406967163,1.7406359910964966,1.612022042274475
2020-12-22 00:00:00,1.6857349872589111,1.5776180028915405,37626915,1.6108089685440063,1.7298099994659424,1.6857349872589111
2020-12-23 00:00:00,1.9661630392074585,1.6330339908599854,13728656,1.685878038406372,2.1826798915863037,1.9661630392074585
2020-12-24 00:00:00,1.7734880447387695,1.7070610523223877,53548675,1.9651650190353394,2.0489840507507324,1.7734880447387695
2020-12-25 00:00:00,1.6652610301971436,1.6118760108947754,37292093,1.7730239629745483,1.8031599521636963,1.6652610301971436
2020-12-26 00:00:00,1.5388929843902588,1.5121569633483887,42738177,1.6651370525360107,1.6991679668426514,1.5388929843902588
2020-12-27 00:00:00,1.3440070152282715,1.3317320346832275,32844238,1.5390739440917969,1.5939860343933105,1.3440070152282715
2020-12-28 00:00:00,1.297234058380127,1.2469120025634766,31860842,1.3436089754104614,1.4255800247192383,1.297234058380127
2020-12-29 00:00:00,1.2865899801254272,1.0928620100021362,7857246,1.2973129749298096,1.333974003791809,1.2865899801254272
2020-12-30 00:00:00,1.4396979808807373,1.145105004310608,27359574,1.2865289449691772,1.490043044090271,1.4396979808807373
2020-12-31 00:00:00,1.485821008682251,1.361570954322815,328544049,1.4398330450057983,1.7416269779205322,1.485821008682251
2021-01-01 00:00:00,1.3541200160980225,1.2655370235443115,387511772,1.486646056175232,1.4950759410858154,1.3541200160980225
2021-01-02 00:00:00,1.3172099590301514,1.2813479900360107,34020842,1.3550059795379639,1.415503978729248,1.3172099590301514
2021-01-03 00:00:00,1.3577120304107666,1.2505860328674316,44243490,1.317417025566101,1.5616739988327026,1.3577120304107666
