timestamp,adjclose,open,low,volume,high,close
2019-01-08 00:00:00,0.0161530002951622,0.015510999597609043,0.015232999809086323,0,0.016952000558376312,0.0161530002951622
2019-01-09 00:00:00,0.015607999637722969,0.016176000237464905,0.015301000326871872,0,0.016787000000476837,0.015607999637722969
2019-01-10 00:00:00,0.014751999638974667,0.015637999400496483,0.014329000376164913,0,0.015765000134706497,0.014751999638974667
2019-01-11 00:00:00,0.014546999707818031,0.014712000265717506,0.014444000087678432,0,0.01524799969047308,0.014546999707818031
2019-01-12 00:00:00,0.01433899998664856,0.014566999860107899,0.01413000002503395,0,0.014619000256061554,0.01433899998664856
2019-01-13 00:00:00,0.014324000105261803,0.014353999868035316,0.01411100011318922,0,0.01449500024318695,0.014324000105261803
2019-01-14 00:00:00,0.014746000058948994,0.014310000464320183,0.014159999787807465,0,0.015002000145614147,0.014746000058948994
2019-01-15 00:00:00,0.01583399996161461,0.01471100002527237,0.01459799986332655,0,0.015978999435901642,0.01583399996161461
2019-01-16 00:00:00,0.016152000054717064,0.015838000923395157,0.015545000322163105,950174,0.016256000846624374,0.016152000054717064
2019-01-17 00:00:00,0.0169879999011755,0.016110999509692192,0.016015000641345978,887486,0.017180999740958214,0.0169879999011755
2019-01-18 00:00:00,0.02057100087404251,0.017062999308109283,0.01698100008070469,1284702,0.02236800082027912,0.02057100087404251
2019-01-19 00:00:00,0.021536000072956085,0.0197369996458292,0.0197369996458292,1339672,0.023669999092817307,0.021536000072956085
2019-01-20 00:00:00,0.020444000139832497,0.0215659998357296,0.018893999978899956,1248066,0.022957999259233475,0.020444000139832497
2019-01-21 00:00:00,0.021842999383807182,0.020889999344944954,0.020044999197125435,1210258,0.02204900048673153,0.021842999383807182
2019-01-22 00:00:00,0.021243000403046608,0.021855000406503677,0.020078999921679497,1234493,0.02190599963068962,0.021243000403046608
2019-01-23 00:00:00,0.02016800083220005,0.021208999678492546,0.02016800083220005,951204,0.02182699926197529,0.02016800083220005
2019-01-24 00:00:00,0.020927999168634415,0.02042499929666519,0.020096000283956528,1036292,0.021709000691771507,0.020927999168634415
2019-01-25 00:00:00,0.02130500040948391,0.02098499983549118,0.020966999232769012,1107060,0.021398000419139862,0.02130500040948391
2019-01-26 00:00:00,0.0207700002938509,0.02129499986767769,0.02065099962055683,1114781,0.022092999890446663,0.0207700002938509
2019-01-27 00:00:00,0.020326999947428703,0.020781999453902245,0.020320000126957893,1141523,0.020975999534130096,0.020326999947428703
2019-01-28 00:00:00,0.019259000197052956,0.020387999713420868,0.018194999545812607,945288,0.020387999713420868,0.019259000197052956
2019-01-29 00:00:00,0.01821500062942505,0.01918799988925457,0.017052000388503075,764648,0.019276000559329987,0.01821500062942505
2019-01-30 00:00:00,0.017333000898361206,0.018084000796079636,0.017116999253630638,467236,0.0184480007737875,0.017333000898361206
2019-01-31 00:00:00,0.016589000821113586,0.017601000145077705,0.016371000558137894,474860,0.018022999167442322,0.016589000821113586
2019-02-01 00:00:00,0.016850000247359276,0.016606999561190605,0.01582000032067299,806645,0.017162000760436058,0.016850000247359276
2019-02-02 00:00:00,0.01896899938583374,0.016920000314712524,0.016808999702334404,1176468,0.019145000725984573,0.01896899938583374
2019-02-03 00:00:00,0.01887499913573265,0.019096000120043755,0.018595999106764793,1041968,0.019253000617027283,0.01887499913573265
2019-02-04 00:00:00,0.01738400012254715,0.01872899942100048,0.016526000574231148,723603,0.01885100081562996,0.01738400012254715
2019-02-05 00:00:00,0.017210999503731728,0.017620999366044998,0.01650799997150898,866777,0.01789099909365177,0.017210999503731728
2019-02-06 00:00:00,0.016308000311255455,0.017835000529885292,0.01583399996161461,783574,0.017903000116348267,0.016308000311255455
2019-02-07 00:00:00,0.015893999487161636,0.0164560005068779,0.015773000195622444,777164,0.016612999141216278,0.015893999487161636
2019-02-08 00:00:00,0.01803000085055828,0.01585800014436245,0.015843000262975693,823387,0.01834000088274479,0.01803000085055828
2019-02-09 00:00:00,0.01806800067424774,0.01785700023174286,0.017454000189900398,813519,0.018175000324845314,0.01806800067424774
2019-02-10 00:00:00,0.018557999283075333,0.018031999468803406,0.01802399940788746,829587,0.018637999892234802,0.018557999283075333
